site,ref_en,tier,ref_km,n,echoed,hit,error_gm,echo_pct,hit_pct
hongkong_sai,Pinewood Battery,low,1.136,4,2,0,1.64,50.0,0.0
hongkong_sai,The Center,high,1.182,4,2,0,1.38,50.0,0.0
hongkong_sai,St John's Cathedral,high,1.862,4,0,0,1.73,0.0,0.0
hongkong_sai,Lippo Centre (Hong Kong),mid,2.217,4,2,1,1.48,50.0,25.0
hongkong_sai,Hong Kong West Kowloon Station,high,3.021,4,0,0,3.29,0.0,0.0
hongkong_sai,China Online Centre,low,3.671,4,2,1,2.25,50.0,25.0
hongkong_sai,Sunbeam Theatre,mid,5.899,4,2,0,5.99,50.0,0.0
hongkong_statue,Tregunter Towers,mid,1.171,4,0,4,0.25,0.0,100.0
hongkong_statue,Victoria Harbour,high,1.383,4,0,4,0.22,0.0,100.0
hongkong_statue,China Online Centre,low,1.868,4,1,3,0.41,25.0,75.0
hongkong_statue,ISQUARE,high,2.095,4,0,4,0.18,0.0,100.0
hongkong_statue,Shek Tong Tsui,mid,2.547,4,0,4,0.23,0.0,100.0
hongkong_statue,Hong Kong Cricket Club,low,4.235,4,3,4,0.18,75.0,100.0
hongkong_statue,Wong Nai Chung Reservoir Park,mid,4.536,4,1,3,0.4,25.0,75.0
hongkong_statue,Sham Shui Po station,high,5.459,4,2,2,0.8,50.0,50.0
lima_alejandro,Jirón Gamarra,mid,1.106,5,0,0,2.84,0.0,0.0
lima_alejandro,Park of the Reserve,high,1.164,5,0,0,3.68,0.0,0.0
lima_alejandro,Lima International Exhibition,high,1.788,5,0,0,1.85,0.0,0.0
lima_alejandro,"German Tower, Lima",mid,1.849,5,0,0,2.73,0.0,0.0
lima_alejandro,Plaza de la Bandera,high,4.169,5,1,0,4.59,20.0,0.0
lima_alejandro,Country Club Lima Hotel,mid,4.332,5,0,0,1.85,0.0,0.0
lima_equestrian,Casa Grau Naval Museum,mid,0.807,4,2,1,32.51,50.0,25.0
lima_equestrian,"Saint Thomas Aquinas School, Lima",low,0.863,4,1,3,0.88,25.0,75.0
lima_equestrian,Supreme Court of Peru,high,1.472,4,2,1,1.06,50.0,25.0
lima_equestrian,Plaza Ramón Castilla,mid,1.911,4,1,1,5.56,25.0,25.0
lima_equestrian,Metropolitan Museum of Lima,high,2.136,4,2,2,0.9,50.0,50.0
lima_equestrian,"Museum of Natural History, Lima",high,3.538,4,1,1,1.16,25.0,25.0
lima_equestrian,Residencial San Felipe,mid,5.422,4,0,2,7.45,0.0,50.0
lima_estadio,El Campo de Marte,high,0.844,4,0,2,0.71,0.0,50.0
lima_estadio,Edificio Rímac,mid,1.333,4,0,2,1.5,0.0,50.0
lima_estadio,Plaza Bolívar,high,2.329,4,0,1,2.04,0.0,25.0
lima_estadio,General Archive of the Nation (Peru),mid,2.593,4,0,0,2.84,0.0,0.0
lima_estadio,El Ángel metro station,mid,3.505,4,0,1,1.82,0.0,25.0
lima_estadio,Chocavento Tower,low,3.677,4,1,1,2.14,25.0,25.0
lima_estadio,National University of San Marcos,high,5.483,4,0,0,1.81,0.0,0.0
lisbon_cais,Banco de Portugal,mid,0.664,5,1,1,2.66,20.0,20.0
lisbon_cais,Constitutional Court (Portugal),low,0.912,5,1,1,2.82,20.0,20.0
lisbon_cais,Restauradores Station,high,1.038,5,3,0,1.06,60.0,0.0
lisbon_cais,"Estrela, Lisbon",high,1.563,5,0,1,1.69,0.0,20.0
lisbon_cais,Alcântara-Terra railway station,mid,2.45,5,4,0,2.46,80.0,0.0
lisbon_cais,Sete Rios railway station,high,4.231,5,5,0,3.41,100.0,0.0
lisbon_cais,Torre do Tombo National Archive,low,5.492,5,2,0,3.61,40.0,0.0
lisbon_cais,Universidade Lusófona,mid,5.797,5,1,0,4.94,20.0,0.0
lisbon_edward,São Sebastião Station,high,0.689,4,0,1,5.64,0.0,25.0
lisbon_edward,Campolide,mid,0.934,4,1,2,3.38,25.0,50.0
lisbon_edward,Constitutional Court (Portugal),low,1.638,4,0,0,5.56,0.0,0.0
lisbon_edward,Chiado,high,2.172,4,0,1,4.55,0.0,25.0
lisbon_edward,Prazeres,mid,2.564,4,2,0,4.27,50.0,0.0
lisbon_edward,Circuito de Monsanto,low,4.459,4,0,1,5.92,0.0,25.0
lisbon_edward,Olivais Station,high,5.085,4,2,1,5.84,50.0,25.0
lisbon_edward,Electricity Museum,mid,5.227,4,0,0,24.08,0.0,0.0
lisbon_martim,Avenida Station,high,0.939,8,0,3,4.72,0.0,37.5
lisbon_martim,Lisbon City Hall,mid,0.987,8,0,3,5.85,0.0,37.5
lisbon_martim,Constitutional Court (Portugal),low,1.092,8,0,3,4.26,0.0,37.5
lisbon_martim,National Museum of the Azulejo,high,2.076,8,0,4,1.3,0.0,50.0
lisbon_martim,Imprensa Nacional-Casa da Moeda,low,2.333,8,0,3,2.81,0.0,37.5
lisbon_martim,Nossa Senhora de Fátima,mid,2.809,8,8,5,2.11,100.0,62.5
lisbon_martim,Torre do Tombo National Archive,low,4.58,8,0,6,1.28,0.0,75.0
lisbon_martim,Laranjeiras Station,mid,4.763,8,2,2,4.65,25.0,25.0
lisbon_martim,Telheiras Station,high,5.487,8,3,1,4.83,37.5,12.5
london_barbican,Bank and Monument stations,high,0.936,9,0,8,0.57,0.0,88.9
london_barbican,Southwark Bridge,mid,1.258,8,5,1,1.46,62.5,12.5
london_barbican,London Waterloo station,high,2.281,9,1,0,3.63,11.1,0.0
london_barbican,Nelson's Column,mid,2.667,8,0,2,2.29,0.0,25.0
london_barbican,"Foreign, Commonwealth and Development Office",low,2.963,8,3,4,1.06,37.5,50.0
london_barbican,Royal Society,low,3.015,9,7,4,1.12,77.8,44.4
london_barbican,Lambeth Palace,mid,3.23,8,8,0,5.62,100.0,0.0
london_barbican,Canary Wharf,high,5.495,9,2,2,2.76,22.2,22.2
london_covent,Royal National Theatre,high,0.822,15,1,13,0.58,6.7,86.7
london_covent,Royal Society,low,0.914,15,3,11,0.42,20.0,73.3
london_covent,"Foreign, Commonwealth and Development Office",low,1.048,15,2,10,0.62,13.3,66.7
london_covent,Holborn,high,1.138,15,6,8,0.49,40.0,53.3
london_covent,St James's Palace,mid,1.304,15,0,6,0.68,0.0,40.0
london_covent,Clarence House,mid,1.394,15,0,6,0.73,0.0,40.0
london_covent,Buckingham Palace,high,1.796,15,0,7,0.52,0.0,46.7
london_covent,Royal Academy of Music,mid,2.355,15,3,5,1.0,20.0,33.3
london_covent,London Bridge,high,2.477,15,2,7,0.75,13.3,46.7
london_covent,Southwark,mid,2.709,15,4,6,1.07,26.7,40.0
london_covent,The Oval,mid,3.193,15,7,6,1.27,46.7,40.0
london_covent,Whitechapel,mid,3.757,15,2,6,1.07,13.3,40.0
london_covent,Islington,high,3.825,15,5,5,1.08,33.3,33.3
london_covent,"Natural History Museum, London",high,4.079,15,1,6,1.24,6.7,40.0
london_lambeth,Westminster Bridge,high,0.606,8,1,5,0.88,12.5,62.5
london_lambeth,"St Margaret's, Westminster",low,0.683,8,0,8,0.68,0.0,100.0
london_lambeth,Imperial War Museum,mid,0.77,8,4,7,0.82,50.0,87.5
london_lambeth,West End of London,high,2.07,8,0,4,1.08,0.0,50.0
london_lambeth,London Wall,mid,2.905,8,4,1,2.02,50.0,12.5
london_lambeth,Royal Academy of Dramatic Art,mid,3.028,8,4,1,1.42,50.0,12.5
london_lambeth,"Science Museum, London",high,3.814,8,0,2,1.58,0.0,25.0
london_nottinghill,White City Stadium,low,1.558,15,5,4,1.46,33.3,26.7
london_nottinghill,Royal College of Art,mid,2.357,15,3,2,2.57,20.0,13.3
london_nottinghill,Abbey Road Studios,mid,2.637,15,9,2,2.45,60.0,13.3
london_nottinghill,Lord's,high,2.749,15,2,2,2.51,13.3,13.3
london_nottinghill,"Science Museum, London",high,2.86,15,2,2,2.64,13.3,13.3
london_nottinghill,Earls Court Exhibition Centre,low,2.946,15,4,2,2.02,26.7,13.3
london_nottinghill,Marylebone,high,4.025,15,7,5,1.79,46.7,33.3
london_nottinghill,St James's Palace,mid,4.79,15,0,3,3.09,0.0,20.0
london_nottinghill,Westminster Cathedral,mid,5.011,15,1,5,2.55,6.7,33.3
london_nottinghill,Royal Society,low,5.133,15,3,3,3.0,20.0,20.0
london_nottinghill,Leicester Square,high,5.197,15,1,6,2.39,6.7,40.0
london_nottinghill,"St Margaret's, Westminster",low,5.672,15,0,4,2.54,0.0,26.7
london_royal,Clarence House,mid,0.578,12,0,10,0.57,0.0,83.3
london_royal,Royal Society,low,0.604,12,0,10,0.39,0.0,83.3
london_royal,Charing Cross railway station,high,1.111,12,2,3,1.08,16.7,25.0
london_royal,Royal Academy of Dramatic Art,mid,1.512,14,2,9,0.7,14.3,64.3
london_royal,Madame Tussauds,high,1.865,12,1,9,0.4,8.3,75.0
london_royal,Southwark Bridge,mid,3.114,14,0,3,1.37,0.0,21.4
london_royal,Stamford Bridge,high,4.706,14,0,11,0.68,0.0,78.6
london_shoreditch,Liverpool Street station,high,0.747,15,2,13,0.22,13.3,86.7
london_shoreditch,Whitechapel,mid,1.136,15,8,7,0.71,53.3,46.7
london_shoreditch,The Gherkin,high,1.184,15,3,11,0.28,20.0,73.3
london_shoreditch,Barbican Centre,mid,1.292,15,7,2,1.31,46.7,13.3
london_shoreditch,"City, University of London",mid,1.711,15,0,4,1.29,0.0,26.7
london_shoreditch,Blackfriars Bridge,mid,2.497,15,5,3,1.68,33.3,20.0
london_shoreditch,Holborn,high,2.516,15,7,2,1.89,46.7,13.3
london_shoreditch,Islington,high,2.717,15,9,4,1.94,60.0,26.7
london_shoreditch,King's Cross St Pancras tube station,high,3.241,15,10,2,2.63,66.7,13.3
london_shoreditch,"Foreign, Commonwealth and Development Office",low,4.221,15,0,3,1.87,0.0,20.0
london_shoreditch,Piccadilly Circus,high,4.247,15,1,4,2.25,6.7,26.7
london_shoreditch,Royal Society,low,4.3,15,1,3,4.91,6.7,20.0
london_shoreditch,One Canada Square,mid,4.588,15,2,4,1.46,13.3,26.7
london_shoreditch,The Oval,mid,5.256,15,7,3,3.09,46.7,20.0
madrid_pacfico,Menéndez Pelayo (Madrid Metro),mid,0.588,5,2,3,2.41,40.0,60.0
madrid_pacfico,Palacio de Cristal del Retiro,high,1.485,5,1,2,1.38,20.0,40.0
madrid_pacfico,Royal Mint (Spain),low,2.123,5,2,0,6.41,40.0,0.0
madrid_pacfico,Fountain of Cybele,high,2.519,5,1,0,3.19,20.0,0.0
madrid_pacfico,Teatro de la Zarzuela,mid,2.549,5,2,0,3.39,40.0,0.0
madrid_pacfico,Diego de León (Madrid Metro),high,3.725,5,2,0,6.01,40.0,0.0
madrid_pacfico,"Royal Academy of Exact, Physical and Natural Sciences",low,3.931,5,2,0,4.18,40.0,0.0
madrid_pacfico,Liria Palace,mid,4.313,5,4,0,4.65,80.0,0.0
madrid_pera,"Royal Academy of Exact, Physical and Natural Sciences",low,0.517,8,1,5,0.74,12.5,62.5
madrid_pera,Tirso de Molina (Madrid Metro),mid,0.756,8,1,4,0.48,12.5,50.0
madrid_pera,Chueca (Madrid Metro),high,1.129,8,5,3,0.61,62.5,37.5
madrid_pera,Museo del Prado,high,1.523,8,1,3,0.71,12.5,37.5
madrid_pera,Constitutional Court of Spain,low,2.694,8,1,6,0.49,12.5,75.0
madrid_pera,Menéndez Pelayo (Madrid Metro),mid,2.864,8,1,3,0.8,12.5,37.5
madrid_pera,Legazpi (Madrid Metro),high,3.239,8,1,3,0.95,12.5,37.5
madrid_pera,Royal Mint (Spain),low,3.337,8,2,2,2.12,25.0,25.0
madrid_pera,Madrid Central Mosque,mid,4.364,8,0,7,0.42,0.0,87.5
madrid_royal,Teatro de la Zarzuela,mid,0.552,4,1,3,0.67,25.0,75.0
madrid_royal,Royal Academy of History,low,0.699,4,1,1,1.21,25.0,25.0
madrid_royal,"Plaza Mayor, Madrid",high,1.395,4,2,1,1.29,50.0,25.0
madrid_royal,Goya (Madrid Metro),high,1.669,4,0,1,1.57,0.0,25.0
madrid_royal,Royal Mint (Spain),low,1.855,4,0,1,6.73,0.0,25.0
madrid_royal,Chamberí metro station,mid,2.006,4,4,0,1.89,100.0,0.0
madrid_royal,Constitutional Court of Spain,low,3.711,4,2,0,2.12,50.0,0.0
madrid_royal,Ciudad Universitaria (Madrid Metro),mid,4.392,4,1,1,2.24,25.0,25.0
madrid_royal,Casa de Campo,high,5.575,4,1,0,2.69,25.0,0.0
marrakech_cervantes,Avicenne Military Hospital,mid,0.507,5,4,3,1.33,80.0,60.0
marrakech_cervantes,Royal Theatre,high,0.852,5,3,2,1.43,60.0,40.0
marrakech_cervantes,Marrakech concentration camp,low,1.603,5,0,2,1.79,0.0,40.0
marrakech_cervantes,Sidi Youssef Ben Ali Stadium,mid,1.77,5,4,1,3.63,80.0,20.0
marrakech_cervantes,Menara Gardens,high,2.391,5,3,0,2.39,60.0,0.0
marrakech_cervantes,Cadi Ayyad University,high,3.349,5,2,4,1.1,40.0,80.0
marrakech_cervantes,Slat al-Azama Synagogue,mid,3.758,5,2,1,2.39,40.0,20.0
marrakech_place,Jewish Cemetery of Marrakech,mid,0.56,4,2,0,1.38,50.0,0.0
marrakech_place,Ben Youssef Madrasa,high,1.35,4,1,0,1.12,25.0,0.0
marrakech_place,Bab Aylan,high,1.547,4,3,0,7.48,75.0,0.0
marrakech_place,El Harti Park,mid,2.612,4,0,0,12.32,0.0,0.0
marrakech_place,Kenzi Club Agdal Medina - All Inclusive,mid,4.59,4,0,0,1.43,0.0,0.0
marrakech_place,Cadi Ayyad University,high,5.148,4,0,0,1.92,0.0,0.0
marrakech_royal,Avenue Mohammed V,high,0.705,4,0,1,17.34,0.0,25.0
marrakech_royal,Sidi Youssef Ben Ali Stadium,mid,1.395,4,2,2,1.4,50.0,50.0
marrakech_royal,Marrakech concentration camp,low,1.48,4,3,2,1.42,75.0,50.0
marrakech_royal,Mouassine Mosque,mid,2.389,4,1,2,1.42,25.0,50.0
marrakech_royal,Ben Youssef Madrasa,high,2.734,4,1,2,1.46,25.0,50.0
marrakech_royal,Bab el-Khemis (Marrakesh),high,3.077,4,2,1,2.06,50.0,25.0
marrakech_royal,Bab ad-Debbagh,mid,3.418,4,2,1,5.73,50.0,25.0
mexicocity_balderas,Porta Coeli Cathedral,low,1.143,5,0,0,11.13,0.0,0.0
mexicocity_balderas,Palace of Iturbide,mid,1.246,5,0,0,5.79,0.0,0.0
mexicocity_balderas,Palacio de Correos de México,high,1.289,5,0,0,11.73,0.0,0.0
mexicocity_balderas,Mexican Mint,low,1.737,5,0,0,3.13,0.0,0.0
mexicocity_balderas,Tenochtitlan,mid,2.032,5,0,0,4.17,0.0,0.0
mexicocity_balderas,Diana the Huntress Fountain,high,2.389,5,0,0,1.52,0.0,0.0
mexicocity_balderas,Avenida Presidente Masaryk,high,5.014,5,0,0,3.23,0.0,0.0
mexicocity_balderas,Secretariat of Energy,low,5.265,5,0,0,3.14,0.0,0.0
mexicocity_balderas,San Pedro de los Pinos metro station,mid,5.589,5,4,0,4.17,80.0,0.0
mexicocity_centro,Colonia Roma,high,1.253,4,2,0,2.8,50.0,0.0
mexicocity_centro,Obrera metro station,mid,1.437,4,2,0,2.37,50.0,0.0
mexicocity_centro,Torre Mayor,high,2.848,4,3,0,3.34,75.0,0.0
mexicocity_centro,Senate of the Republic (Mexico),mid,2.867,4,0,0,2.42,0.0,0.0
mexicocity_centro,Secretariat of Energy,low,2.968,4,1,0,3.47,25.0,0.0
mexicocity_centro,San Pedro de los Pinos metro station,mid,3.608,4,4,0,3.59,100.0,0.0
mexicocity_centro,Mexico City Metropolitan Cathedral,high,3.896,4,0,0,3.56,0.0,0.0
mexicocity_centro,National Meteorological Service (Mexico),low,4.29,4,0,0,7.56,0.0,0.0
mexicocity_insurgentes,Mexican Mint,low,0.642,4,2,3,0.78,50.0,75.0
mexicocity_insurgentes,Colonia Roma,high,0.781,4,3,3,1.41,75.0,75.0
mexicocity_insurgentes,Secretariat of the Interior,mid,1.349,4,3,1,1.63,75.0,25.0
mexicocity_insurgentes,Normal metro station,mid,2.389,4,2,0,4.12,50.0,0.0
mexicocity_insurgentes,Alameda Central,high,2.439,4,1,0,6.08,25.0,0.0
mexicocity_insurgentes,Porta Coeli Cathedral,low,2.661,4,2,0,498.29,50.0,0.0
mexicocity_insurgentes,Teatro de la Ciudad,mid,3.091,4,4,0,27.62,100.0,0.0
mexicocity_insurgentes,Avenida Presidente Masaryk,high,3.631,4,0,0,26.32,0.0,0.0
mexicocity_insurgentes,Secretariat of Energy,low,4.245,4,4,2,1.66,100.0,50.0
milan_milano,Palazzo dei Giureconsulti,mid,1.079,5,2,0,2.4,40.0,0.0
milan_milano,Basilica of San Lorenzo,high,1.292,5,2,0,1.69,40.0,0.0
milan_milano,Loro Piana,low,1.338,5,4,0,1.41,80.0,0.0
milan_milano,Via Monte Napoleone,high,1.56,5,3,0,1.44,60.0,0.0
milan_milano,San Pietro in Gessate,low,2.145,5,1,0,2.06,20.0,0.0
milan_milano,Santa Maria della Passione,mid,2.247,5,1,1,1.42,20.0,20.0
milan_milano,Seveso River,mid,3.267,5,1,0,1.67,20.0,0.0
milan_milano,San Siro Stadio (Milan Metro),high,4.513,5,1,0,1.79,20.0,0.0
milan_museo,Basilica di Santo Stefano Maggiore,mid,0.765,4,0,2,0.15,0.0,50.0
milan_museo,San Pietro in Gessate,low,1.062,4,0,2,0.13,0.0,50.0
milan_museo,Giardini Pubblici Indro Montanelli,high,1.15,4,0,2,0.14,0.0,50.0
milan_museo,Bosco Verticale,high,2.063,4,0,2,0.25,0.0,50.0
milan_museo,Allianz Tower,mid,2.75,4,0,3,0.19,0.0,75.0
milan_museo,Olona River,mid,3.359,4,0,4,0.3,0.0,100.0
milan_museo,San Siro Stadio (Milan Metro),high,5.624,4,0,3,0.16,0.0,75.0
milan_santa,San Nazaro in Brolo,high,0.637,4,2,1,3.6,50.0,25.0
milan_santa,Piazza Mercanti,mid,1.138,4,0,0,4.69,0.0,0.0
milan_santa,San Pietro in Gessate,low,1.441,4,2,1,3.44,50.0,25.0
milan_santa,Palazzo Castiglioni (Milan),mid,2.094,4,2,0,2.39,50.0,0.0
milan_santa,Parco Sempione,high,2.317,4,0,1,3.93,0.0,25.0
milan_santa,Loro Piana,low,2.526,4,2,0,5.9,50.0,0.0
milan_santa,Allianz Tower,mid,3.504,4,1,0,5.14,25.0,0.0
milan_santa,Piazzale Loreto,high,4.205,4,0,0,6.53,0.0,0.0
mumbai_bowen,Naval Dockyard (Mumbai),mid,1.061,10,0,6,0.74,0.0,60.0
mumbai_bowen,National Centre for the Performing Arts (India),high,1.283,10,0,5,1.26,0.0,50.0
mumbai_bowen,Crawford Market,high,2.686,10,0,5,1.52,0.0,50.0
mumbai_bowen,Lamington Road,high,4.658,10,0,5,1.26,0.0,50.0
mumbai_bowen,Joseph Baptista Gardens,mid,4.821,10,0,6,0.74,0.0,60.0
mumbai_bowen,Mumbai ship-breaking yard,low,5.855,10,0,5,0.9,0.0,50.0
mumbai_girgaon,Crawford Market,high,1.416,4,2,0,8.24,50.0,0.0
mumbai_girgaon,Sandhurst Road railway station,high,2.063,4,1,0,36.42,25.0,0.0
mumbai_girgaon,Knesset Eliyahoo Synagogue,mid,2.879,4,1,0,12.28,25.0,0.0
mumbai_girgaon,Kasturba Hospital (Mumbai),mid,3.652,4,1,0,5.94,25.0,0.0
mumbai_girgaon,Chinchpokli railway station,high,4.011,4,4,0,3.66,100.0,0.0
mumbai_mughal,Nariman Point,high,1.025,4,1,4,0.19,25.0,100.0
mumbai_mughal,Mahindra Hockey Stadium,mid,1.367,4,0,3,0.95,0.0,75.0
mumbai_mughal,Mumba Devi Temple,high,2.584,4,0,4,0.19,0.0,100.0
mumbai_mughal,"Church of Our Lady of Health, Cavel",low,2.606,4,1,3,0.95,25.0,75.0
mumbai_mughal,Kamala Nehru Park,high,4.28,4,0,4,0.19,0.0,100.0
mumbai_mughal,Mumbai ship-breaking yard,low,5.487,4,0,4,0.19,0.0,100.0
mumbai_mughal,Reay Road railway station,mid,5.749,4,0,4,0.19,0.0,100.0
newyork_amsterdam,1251 Avenue of the Americas,low,0.69,5,0,5,0.24,0.0,100.0
newyork_amsterdam,Seventh Avenue,high,1.191,5,0,5,0.22,0.0,100.0
newyork_amsterdam,Central Park Tower,mid,1.274,5,0,5,0.22,0.0,100.0
newyork_amsterdam,Ford Foundation,mid,1.573,5,0,5,0.25,0.0,100.0
newyork_amsterdam,Fifth Avenue,high,2.72,5,0,5,0.22,0.0,100.0
newyork_amsterdam,Tribeca,high,4.53,5,0,5,0.19,0.0,100.0
newyork_amsterdam,Brookfield Place,mid,5.347,5,0,5,0.21,0.0,100.0
newyork_amsterdam,5 World Trade Center,low,5.595,5,0,5,0.22,0.0,100.0
newyork_morgan,Tin Pan Alley,mid,0.767,4,2,2,1.17,50.0,50.0
newyork_morgan,Sixth Avenue,high,1.159,4,0,1,1.57,0.0,25.0
newyork_morgan,1251 Avenue of the Americas,low,1.245,4,1,3,0.8,25.0,75.0
newyork_morgan,Solow Building,low,1.773,4,3,1,1.4,75.0,25.0
newyork_morgan,Metropolitan Opera House,high,2.675,4,2,0,2.77,50.0,0.0
newyork_morgan,American Broadcasting Company,mid,2.728,4,1,2,1.7,25.0,50.0
newyork_morgan,The Dakota,mid,3.129,4,2,0,3.66,50.0,0.0
newyork_morgan,Williamsburg Bridge,high,4.098,4,1,0,4.08,25.0,0.0
newyork_morgan,"Guttenberg, New Jersey",low,5.263,4,0,0,2.78,0.0,0.0
newyork_studio,Bank of America Tower (Manhattan),mid,1.011,4,0,0,1.69,0.0,0.0
newyork_studio,Juilliard School,high,1.059,4,0,3,0.9,0.0,75.0
newyork_studio,500 Fifth Avenue,low,1.193,4,0,0,1.07,0.0,0.0
newyork_studio,Rockefeller Foundation,low,1.505,4,0,0,1.07,0.0,0.0
newyork_studio,Tin Pan Alley,mid,2.147,4,0,2,1.1,0.0,50.0
newyork_studio,Sixth Avenue,high,2.517,4,0,1,1.53,0.0,25.0
newyork_studio,"Guttenberg, New Jersey",low,3.616,4,0,1,0.99,0.0,25.0
newyork_studio,"Courant Institute School of Mathematics, Computing, and Data Science",mid,4.097,4,0,0,4.63,0.0,0.0
newyork_studio,Bowery,high,5.021,4,1,0,4.76,25.0,0.0
nyc_soho,Canal Street,high,0.539,15,6,10,0.53,40.0,66.7
nyc_soho,Nolita,mid,0.667,15,6,13,0.48,40.0,86.7
nyc_soho,Tribeca,high,0.688,15,10,12,0.63,66.7,80.0
nyc_soho,Washington Square Park,high,0.946,15,6,8,0.79,40.0,53.3
nyc_soho,CBGB,mid,0.957,15,8,13,0.78,53.3,86.7
nyc_soho,New York City Hall,high,1.199,15,2,6,0.97,13.3,40.0
nyc_soho,8 Spruce,mid,1.395,15,0,6,0.79,0.0,40.0
nyc_soho,The New School,mid,1.43,15,6,4,0.96,40.0,26.7
nyc_soho,3 World Trade Center,mid,1.556,15,0,5,1.03,0.0,33.3
nyc_soho,5 World Trade Center,low,1.748,15,0,4,1.09,0.0,26.7
nyc_soho,Lower Manhattan,high,1.912,15,5,8,0.84,33.3,53.3
nyc_soho,70 Pine Street,mid,1.918,15,0,4,1.19,0.0,26.7
nyc_soho,20 Exchange Place,mid,2.053,15,0,5,1.01,0.0,33.3
nyc_soho,Manhattan Bridge,high,2.061,15,4,5,1.28,26.7,33.3
nyc_soho,Metropolitan Life Insurance Company Tower,high,2.372,15,8,4,1.39,53.3,26.7
nyc_soho,Staten Island Ferry,high,2.581,15,0,4,1.27,0.0,26.7
nyc_soho,Tin Pan Alley,mid,2.721,15,2,3,2.06,13.3,20.0
nyc_soho,One Penn Plaza,mid,3.234,15,6,2,2.13,40.0,13.3
nyc_soho,Rockefeller Foundation,low,3.481,15,5,4,1.73,33.3,26.7
nyc_soho,News Corp,mid,4.289,15,8,4,2.03,53.3,26.7
nyc_soho,1251 Avenue of the Americas,low,4.468,15,6,4,1.97,40.0,26.7
nyc_soho,Seagram Building,high,4.694,15,5,5,1.85,33.3,33.3
nyc_soho,Museum of Modern Art,high,4.75,15,4,5,1.67,26.7,33.3
nyc_soho,Hearst Tower,mid,5.08,15,8,2,4.8,53.3,13.3
nyc_soho,Solow Building,low,5.101,15,6,6,1.85,40.0,40.0
nyc_soho,Long Island City,high,5.519,15,8,4,2.28,53.3,26.7
nyc_soho,Juilliard School,high,5.866,15,8,3,2.9,53.3,20.0
nyc_soho,Rockefeller University,mid,5.914,15,5,3,2.53,33.3,20.0
paris_bastille,Musée Carnavalet,mid,0.668,15,3,10,0.59,20.0,66.7
paris_bastille,Musée Picasso Paris,high,0.889,15,2,11,0.58,13.3,73.3
paris_bastille,Île Saint-Louis,mid,0.935,15,2,8,0.64,13.3,53.3
paris_bastille,Notre-Dame de Paris,high,1.405,15,2,5,1.07,13.3,33.3
paris_bastille,Paris-Panthéon-Assas University,mid,1.9,15,4,3,1.6,26.7,20.0
paris_bastille,Père Lachaise Cemetery,high,2.05,15,3,7,1.18,20.0,46.7
paris_bastille,Sorbonne Nouvelle University,mid,2.238,15,5,6,0.69,33.3,40.0
paris_bastille,Saint-Sulpice,high,2.503,15,2,3,1.74,13.3,20.0
paris_bastille,École pratique des hautes études,low,3.23,15,3,4,1.53,20.0,26.7
paris_bastille,Directorate General for External Security,low,3.643,15,2,4,1.93,13.3,26.7
paris_bastille,Pont Alexandre III,high,4.22,15,1,3,2.44,6.7,20.0
paris_bastille,Petit Palais,mid,4.238,15,3,3,2.6,20.0,20.0
paris_bastille,Arcueil,mid,5.713,15,4,5,1.35,26.7,33.3
paris_bataclan,Musée Picasso Paris,high,0.717,5,1,4,0.92,20.0,80.0
paris_bataclan,Musée Carnavalet,mid,0.866,5,0,5,0.8,0.0,100.0
paris_bataclan,Gare d'Austerlitz,mid,2.345,5,2,1,1.89,40.0,20.0
paris_bataclan,Latin Quarter,high,2.531,5,5,0,2.53,100.0,0.0
paris_bataclan,Directorate General for External Security,low,2.912,5,0,2,1.96,0.0,40.0
paris_bataclan,Gare Saint-Lazare,high,3.728,5,2,0,3.94,40.0,0.0
paris_bataclan,Montparnasse Cemetery,mid,4.192,5,5,0,4.27,100.0,0.0
paris_bataclan,École pratique des hautes études,low,4.209,5,0,0,2.39,0.0,0.0
paris_canal,Bataclan,mid,0.951,15,5,5,1.47,33.3,33.3
paris_canal,Musée des Arts et Métiers,mid,0.954,15,2,7,1.15,13.3,46.7
paris_canal,The Marais,high,1.28,15,3,3,1.22,20.0,20.0
paris_canal,Gare du Nord,high,1.371,15,6,7,1.07,40.0,46.7
paris_canal,Musée National d'Art Moderne,mid,1.528,15,2,1,1.51,13.3,6.7
paris_canal,Musée Carnavalet,mid,1.534,15,2,1,1.56,13.3,6.7
paris_canal,Louvre,high,2.465,15,0,2,1.57,0.0,13.3
paris_canal,Directorate General for External Security,low,3.002,15,2,1,2.58,13.3,6.7
paris_canal,ESPCI Paris,mid,3.576,15,4,0,3.05,26.7,0.0
paris_canal,Élysée Palace,high,3.629,15,4,1,2.63,26.7,6.7
paris_canal,Bagnolet,mid,3.753,15,3,0,2.01,20.0,0.0
paris_canal,École pratique des hautes études,low,4.827,15,3,2,2.15,20.0,13.3
paris_canal,Musée du Quai Branly – Jacques Chirac,high,5.136,15,3,1,2.91,20.0,6.7
paris_cite,Saint-Germain-des-Prés church,high,0.534,15,9,13,0.51,60.0,86.7
paris_cite,Louvre,high,0.683,15,1,11,0.51,6.7,73.3
paris_cite,Musée National d'Art Moderne,mid,0.973,15,1,10,0.72,6.7,66.7
paris_cite,Île Saint-Louis,mid,1.225,15,5,8,0.62,33.3,53.3
paris_cite,Musée des Arts et Métiers,mid,1.535,15,1,8,0.67,6.7,53.3
